split,piece_key,composer,title,midi_performance,status,alignment_csv,rejected_csv,candidates_csv,alignment_rows,alignment_rejected,candidate_rows,candidate_events,labeled_events,unmatched_events,duration_not_candidate_events,ambiguous_candidate_events,error
test,BachFugue_bwv_865,Bach,Fugue_bwv_865,Bach/Fugue/bwv_865/Rizikov01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_865__Rizikov01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_865__Rizikov01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_865__Rizikov01M.csv,2328,70,7696,2398,517,70,709,1102,
test,BachFugue_bwv_865,Bach,Fugue_bwv_865,Bach/Fugue/bwv_865/Teo01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_865__Teo01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_865__Teo01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_865__Teo01M.csv,2323,133,6809,2456,507,133,687,1129,
test,BachFugue_bwv_865,Bach,Fugue_bwv_865,Bach/Fugue/bwv_865/ZhangE01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_865__ZhangE01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_865__ZhangE01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_865__ZhangE01M.csv,2302,100,6213,2402,479,100,654,1169,
validation,BachFugue_bwv_866,Bach,Fugue_bwv_866,Bach/Fugue/bwv_866/SOLOM02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_866__SOLOM02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_866__SOLOM02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_866__SOLOM02.csv,936,10,2717,946,239,10,144,553,
train,BachFugue_bwv_867,Bach,Fugue_bwv_867,Bach/Fugue/bwv_867/HuNY01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_867__HuNY01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_867__HuNY01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_867__HuNY01M.csv,702,45,2458,747,325,45,217,160,
train,BachFugue_bwv_867,Bach,Fugue_bwv_867,Bach/Fugue/bwv_867/Sham01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_867__Sham01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_867__Sham01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_867__Sham01M.csv,717,22,2665,739,273,22,302,142,
train,BachFugue_bwv_868,Bach,Fugue_bwv_868,Bach/Fugue/bwv_868/GonzalezJ05M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_868__GonzalezJ05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_868__GonzalezJ05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_868__GonzalezJ05M.csv,818,54,2648,872,99,54,474,245,
train,BachFugue_bwv_870,Bach,Fugue_bwv_870,Bach/Fugue/bwv_870/ChenW01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_870__ChenW01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_870__ChenW01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_870__ChenW01M.csv,1036,34,3057,1070,280,34,131,625,
train,BachFugue_bwv_870,Bach,Fugue_bwv_870,Bach/Fugue/bwv_870/LeeE01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_870__LeeE01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_870__LeeE01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_870__LeeE01M.csv,1019,30,2312,1049,356,30,126,537,
train,BachFugue_bwv_870,Bach,Fugue_bwv_870,Bach/Fugue/bwv_870/MaximovI01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_870__MaximovI01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_870__MaximovI01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_870__MaximovI01M.csv,1032,60,2329,1092,420,60,113,499,
train,BachFugue_bwv_873,Bach,Fugue_bwv_873,Bach/Fugue/bwv_873/Lisiecki02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_873__Lisiecki02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_873__Lisiecki02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_873__Lisiecki02.csv,1337,48,3683,1385,456,48,132,749,
train,BachFugue_bwv_873,Bach,Fugue_bwv_873,Bach/Fugue/bwv_873/Lisiecki13M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_873__Lisiecki13M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_873__Lisiecki13M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_873__Lisiecki13M.csv,1338,42,3499,1379,481,41,133,724,
validation,BachFugue_bwv_874,Bach,Fugue_bwv_874,Bach/Fugue/bwv_874/BianF01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/alignments/Bach__Fugue__bwv_874__BianF01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/rejected/Bach__Fugue__bwv_874__BianF01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0032_0048/candidates/Bach__Fugue__bwv_874__BianF01.csv,836,31,3070,867,143,31,605,88,
validation,BachFugue_bwv_874,Bach,Fugue_bwv_874,Bach/Fugue/bwv_874/Kurz01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_874__Kurz01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_874__Kurz01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_874__Kurz01M.csv,835,37,2899,872,156,37,588,91,
validation,BachFugue_bwv_874,Bach,Fugue_bwv_874,Bach/Fugue/bwv_874/WongWY01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_874__WongWY01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_874__WongWY01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_874__WongWY01M.csv,840,27,3310,867,127,27,685,28,
test,BachFugue_bwv_875,Bach,Fugue_bwv_875,Bach/Fugue/bwv_875/Ahfat01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_875__Ahfat01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_875__Ahfat01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_875__Ahfat01M.csv,767,39,2517,806,148,39,600,19,
test,BachFugue_bwv_875,Bach,Fugue_bwv_875,Bach/Fugue/bwv_875/CaoJ01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_875__CaoJ01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_875__CaoJ01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_875__CaoJ01M.csv,769,30,2438,799,241,30,462,66,
validation,BachFugue_bwv_876,Bach,Fugue_bwv_876,Bach/Fugue/bwv_876/SirajA01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_876__SirajA01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_876__SirajA01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_876__SirajA01M.csv,662,29,2318,691,218,29,340,104,
validation,BachFugue_bwv_876,Bach,Fugue_bwv_876,Bach/Fugue/bwv_876/Song01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_876__Song01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_876__Song01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_876__Song01M.csv,690,14,1910,704,130,14,534,26,
train,BachFugue_bwv_880,Bach,Fugue_bwv_880,Bach/Fugue/bwv_880/LeungR01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_880__LeungR01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_880__LeungR01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_880__LeungR01M.csv,963,21,2395,984,212,21,106,645,
train,BachFugue_bwv_880,Bach,Fugue_bwv_880,Bach/Fugue/bwv_880/Sun02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_880__Sun02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_880__Sun02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_880__Sun02.csv,955,27,2827,982,165,27,187,603,
train,BachFugue_bwv_880,Bach,Fugue_bwv_880,Bach/Fugue/bwv_880/WangA04M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_880__WangA04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_880__WangA04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_880__WangA04M.csv,955,20,2189,975,174,20,112,669,
train,BachFugue_bwv_883,Bach,Fugue_bwv_883,Bach/Fugue/bwv_883/GuoE01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_883__GuoE01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_883__GuoE01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_883__GuoE01M.csv,1380,72,4408,1452,124,72,825,431,
train,BachFugue_bwv_883,Bach,Fugue_bwv_883,Bach/Fugue/bwv_883/Herbert02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_883__Herbert02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_883__Herbert02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_883__Herbert02.csv,1379,71,4860,1450,245,71,325,809,
train,BachFugue_bwv_883,Bach,Fugue_bwv_883,Bach/Fugue/bwv_883/KaiRuiR03.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_883__KaiRuiR03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_883__KaiRuiR03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_883__KaiRuiR03.csv,1379,84,3583,1463,468,84,215,696,
train,BachFugue_bwv_883,Bach,Fugue_bwv_883,Bach/Fugue/bwv_883/Khmara04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_883__Khmara04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_883__Khmara04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_883__Khmara04.csv,1374,69,4601,1443,181,69,884,309,
train,BachFugue_bwv_883,Bach,Fugue_bwv_883,Bach/Fugue/bwv_883/Lim01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_883__Lim01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_883__Lim01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_883__Lim01.csv,1375,53,4446,1428,247,53,512,616,
train,BachFugue_bwv_883,Bach,Fugue_bwv_883,Bach/Fugue/bwv_883/LuM01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_883__LuM01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_883__LuM01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_883__LuM01M.csv,1375,169,3903,1544,377,169,352,646,
train,BachFugue_bwv_884,Bach,Fugue_bwv_884,Bach/Fugue/bwv_884/LiA01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/alignments/Bach__Fugue__bwv_884__LiA01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/rejected/Bach__Fugue__bwv_884__LiA01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0048_0064/candidates/Bach__Fugue__bwv_884__LiA01M.csv,670,75,1711,745,238,75,66,366,
train,BachFugue_bwv_885,Bach,Fugue_bwv_885,Bach/Fugue/bwv_885/Chon02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_885__Chon02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_885__Chon02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_885__Chon02.csv,1609,33,5137,1642,311,33,359,939,
train,BachFugue_bwv_885,Bach,Fugue_bwv_885,Bach/Fugue/bwv_885/Guo01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_885__Guo01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_885__Guo01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_885__Guo01M.csv,1618,58,4657,1676,504,58,308,806,
train,BachFugue_bwv_885,Bach,Fugue_bwv_885,Bach/Fugue/bwv_885/Huang04M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_885__Huang04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_885__Huang04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_885__Huang04M.csv,1618,41,5116,1659,238,41,500,880,
train,BachFugue_bwv_885,Bach,Fugue_bwv_885,Bach/Fugue/bwv_885/JeonH01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_885__JeonH01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_885__JeonH01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_885__JeonH01M.csv,1607,55,4573,1662,459,55,260,888,
train,BachFugue_bwv_885,Bach,Fugue_bwv_885,Bach/Fugue/bwv_885/SINKEV01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_885__SINKEV01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_885__SINKEV01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_885__SINKEV01.csv,1617,45,4114,1662,447,45,281,889,
train,BachFugue_bwv_885,Bach,Fugue_bwv_885,Bach/Fugue/bwv_885/SINKEV06.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_885__SINKEV06.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_885__SINKEV06.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_885__SINKEV06.csv,1620,51,4252,1671,433,51,247,940,
test,BachFugue_bwv_887,Bach,Fugue_bwv_887,Bach/Fugue/bwv_887/LiYZ01M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/alignments/Bach__Fugue__bwv_887__LiYZ01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/rejected/Bach__Fugue__bwv_887__LiYZ01M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0064_0080/candidates/Bach__Fugue__bwv_887__LiYZ01M.csv,1510,78,5202,1588,147,78,1284,79,
